chr16	1029808	1033808	+	SOX8
chr16	2271567	2275567	+	E4F1
chr16	4321076	4325076	-	TFAP4
chr16	4362762	4366762	+	GLIS2
chr16	29815427	29819427	+	MAZ
chr16	54318675	54322675	-	IRX3
chr16	67195288	67199288	+	HSF4
chr16	67224072	67228072	+	E2F4
chr16	67594310	67598310	+	CTCF
chr16	69596997	69600997	+	NFAT5
chr16	73091597	73095597	-	ZFHX3
chr16	79632611	79636611	-	MAF
chr16	85930409	85934409	+	IRF8
chr16	86542133	86546133	+	FOXF1
chr16	86598857	86602857	+	FOXC2
chr16	86607974	86611974	+	FOXL1
chr17	1955448	1959448	+	HIC1
chr17	2302412	2306412	-	MNT
chr17	6924339	6928339	+	BCL6B
chr17	7385582	7389582	-	ZBTB4
chr17	7491488	7495488	-	SOX15
chr17	8025410	8029410	-	HES7
chr17	36103237	36107237	-	HNF1B
chr17	38254978	38258978	-	NR1D1
chr17	38463444	38467444	+	RARA
chr17	40538586	40542586	-	STAT3
chr17	40717086	40721086	+	MLX
chr17	41275500	41279500	-	BRCA1
chr17	41654988	41658988	-	ETV4
chr17	41737322	41741322	-	MEOX1
chr17	45808610	45812610	+	TBX21
chr17	45971516	45975516	+	SP2
chr17	48044334	48048334	+	DLX4
chr17	48070588	48074588	-	DLX3
chr17	53340373	53344373	+	HLF
chr17	59475257	59479257	+	TBX2
chr17	59527765	59531765	+	TBX4
chr17	65819640	65823640	+	BPTF
chr17	70115161	70119161	+	SOX9
chr17	79883590	79887590	-	MAFG
chr18	3409606	3413606	+	TGIF1
chr18	19747404	19751404	+	GATA6
chr18	45455515	45459515	-	SMAD2
chr18	47812674	47816674	-	CXXC1
chr18	48492410	48496410	+	SMAD4
chr18	51749158	51753158	-	MBD2
chr19	1861567	1865567	-	KLF16
chr19	3357561	3361561	+	NFIC
chr19	3770233	3774233	-	RAX2
chr19	6197583	6201583	-	RFX2
chr19	12900310	12904310	+	JUNB
chr19	12995995	12999995	-	KLF1
chr19	14115851	14119851	-	RFX1
chr19	17354749	17358749	-	NR2F6
chr19	18390432	18394432	-	JUND
chr19	19301400	19305400	-	MEF2B
chr19	33791470	33795470	-	CEBPA
chr19	33862236	33866236	+	CEBPG
chr19	35757881	35761881	+	USF2
chr19	36130647	36134647	+	ETV2
chr19	42757309	42761309	-	ERF
chr19	45502688	45506688	+	RELB
chr19	45969253	45973253	+	FOSB
chr19	46365247	46369247	+	FOXA3
chr19	47920780	47924780	-	MEIS3
chr19	48320703	48324703	+	CRX
chr19	49138695	49142695	-	DBP
chr19	50167132	50171132	-	IRF3
chr19	50830910	50834910	+	NR1H2
chr19	50920195	50924195	+	SPIB
chr19	54133310	54137310	+	DPRX
chr19	57676811	57680811	-	DUXA
chr19	59082942	59086942	-	MZF1
chr2	5830799	5834799	+	SOX11
chr2	10083341	10087341	+	GRHL1
chr2	11604297	11608297	-	E2F6
chr2	16078686	16082686	+	MYCN
chr2	28613315	28617315	+	FOSL2
chr2	37456856	37460856	-	CEBPZ
chr2	46518806	46522806	+	EPAS1
chr2	61106656	61110656	+	REL
chr2	63275192	63279192	+	OTX1
chr2	66658584	66662584	+	MEIS1
chr2	71015775	71019775	-	FIGLA
chr2	71125720	71129720	+	VAX2
chr2	73141389	73145389	+	EMX1
chr2	73427386	73431386	+	NOTO
chr2	73518833	73522833	-	EGR4
chr2	74728443	74732443	-	LBX2
chr2	114034527	114038527	-	PAX8
chr2	121491199	121495199	+	GLI2
chr2	157196860	157200860	-	NR4A2
chr2	162270605	162274605	+	TBR1
chr2	172947468	172951468	+	DLX1
chr2	172965628	172969628	-	DLX2
chr2	174828430	174832430	-	SP3
chr2	176031110	176035110	-	ATF2
chr2	176946641	176950641	-	EVX2
chr2	191883686	191887686	-	STAT1
chr2	192014322	192018322	-	STAT4
chr2	208392461	208396461	+	CREB1
chr2	219848379	219852379	-	FEV
chr2	223161715	223165715	-	PAX3
chr2	237075012	237079012	-	GBX2
chr20	654823	658823	-	SCRT2
chr20	3765337	3769337	-	CENPB
chr20	20346765	20350765	+	INSM1
chr20	21684297	21688297	+	PAX1
chr20	22564093	22568093	-	FOXA2
chr20	25060996	25064996	-	VSX1
chr20	32272210	32276210	-	E2F1
chr20	35199891	35203891	+	TGIF2
chr20	39315880	39319880	-	MAFB
chr20	42982340	42986340	+	HNF4A
chr20	48597536	48601536	+	SNAI1
chr20	48805376	48809376	+	CEBPB
chr20	56098708	56102708	-	CTCFL
chr20	61049026	61053026	-	GATA5
chr20	62256394	62260394	-	GMEB2
chr20	62678994	62682994	-	SOX18
chr21	27104881	27108881	+	GABPA
chr21	30564392	30568392	+	BACH1
chr21	34396153	34400153	+	OLIG2
chr21	34440450	34444450	+	OLIG1
chr21	37374965	37378965	-	RUNX1
chr21	40031704	40035704	-	ERG
chr21	40175231	40179231	+	ETS2
chr21	45703721	45707721	+	AIRE
chr22	19135796	19139796	-	GSC2
chr22	19742226	19746226	+	TBX1
chr22	21769693	21773693	+	HIC2
chr22	29194585	29198585	-	XBP1
chr22	35460129	35464129	+	ISX
chr22	38381429	38385429	-	SOX10
chr22	38595889	38599889	+	MAFF
chr22	41761337	41765337	+	TEF
chr22	46544424	46548424	+	PPARA
chr3	12326867	12330867	+	PPARG
chr3	14987091	14991091	+	NR2C2
chr3	25213823	25217823	+	RARB
chr3	27762206	27766206	-	EOMES
chr3	57258549	57262549	-	HESX1
chr3	69786586	69790586	+	MITF
chr3	119497331	119501331	+	NR1I2
chr3	126074285	126078285	-	KLF15
chr3	128210028	128214028	-	GATA2
chr3	147109209	147113209	+	ZIC1
chr3	147122647	147126647	-	ZIC4
chr3	148802341	148806341	-	HLTF
chr3	157822292	157826292	-	SHOX2
chr3	181427714	181431714	+	SOX2
chr3	185826107	185830107	-	ETV5
chr3	187461515	187465515	-	BCL6
chr3	193851934	193855934	+	HES1
chr4	4859393	4863393	+	MSX1
chr4	8871543	8875543	-	HMX1
chr4	38663817	38667817	+	KLF3
chr4	54963690	54967690	+	GSX2
chr4	56411305	56415305	-	CLOCK
chr4	57772075	57776075	+	REST
chr4	94748042	94752042	+	ATOH1
chr4	103420486	103424486	+	NFKB1
chr4	109088112	109092112	-	LEF1
chr4	111561279	111565279	-	PITX2
chr4	140096372	140100372	-	ELF2
chr4	146400346	146404346	+	SMAD1
chr4	185393734	185397734	-	IRF2
chr5	2750969	2754969	-	IRX2
chr5	50676921	50680921	+	ISL1
chr5	72742352	72746352	-	FOXD1
chr5	79613444	79617444	+	SPZ1
chr5	88197922	88201922	-	MEF2C
chr5	131824490	131828490	-	IRF1
chr5	133448402	133452402	+	TCF7
chr5	134368503	134372503	-	PITX1
chr5	137799179	137803179	+	EGR1
chr5	139485362	139489362	+	PURA
chr5	149544358	149548358	+	CDX1
chr5	153855824	153859824	-	HAND1
chr5	169530901	169534901	+	FOXI1
chr5	174149536	174153536	+	MSX2
chr5	177421243	177425243	-	PROP1
chr6	389739	393739	+	IRF4
chr6	1310675	1314675	+	FOXQ1
chr6	1388069	1392069	+	FOXF2
chr6	1608681	1612681	+	FOXC1
chr6	7105830	7109830	+	RREB1
chr6	10880174	10884174	-	GCM2
chr6	19835617	19839617	+	ID4
chr6	20400398	20404398	+	E2F3
chr6	21591972	21595972	+	SOX4
chr6	32155963	32159963	-	PBX2
chr6	33166630	33170630	-	RXRB
chr6	34202650	34206650	+	HMGA1
chr6	34522110	34526110	-	SPDEF
chr6	35308335	35312335	+	PPARD
chr6	35462853	35466853	-	TEAD3
chr6	36354164	36358164	-	ETV7
chr6	41038684	41042684	+	NFYA
chr6	41701997	41705997	-	TFEB
chr6	43137037	43141037	+	SRF
chr6	44353262	44357262	+	CDC5L
chr6	45293894	45297894	+	RUNX2
chr6	53011627	53015627	-	GCM1
chr6	106532195	106536195	+	PRDM1
chr6	108485262	108489262	+	NR2E1
chr6	108879038	108883038	+	FOXO3
chr6	122718691	122722691	+	HSF2
chr6	126066810	126070810	+	HEY2
chr6	135500453	135504453	+	MYB
chr6	137813531	137817531	-	OLIG3
chr6	151975826	151979826	+	ESR1
chr6	170861390	170865390	+	TBP
chr7	1568350	1572350	+	MAFK
chr7	4681388	4685388	+	FOXK1
chr7	14029050	14033050	-	ETV1
chr7	15724437	15728437	-	MEOX2
chr7	17336246	17340246	+	AHR
chr7	21465652	21469652	+	SP4
chr7	27280164	27284164	+	EVX1
chr7	28336940	28340940	+	CREB5
chr7	35291758	35295758	-	TBX20
chr7	42275469	42279469	-	GLI3
chr7	50341720	50345720	+	IKZF1
chr7	96632860	96636860	+	DLX6
chr7	96652409	96656409	-	DLX5
chr7	101456959	101460959	+	CUX1
chr7	106807406	106811406	+	HBP1
chr7	113724382	113728382	+	FOXP2
chr7	127253982	127257982	-	PAX4
chr7	128575666	128579666	+	IRF5
chr7	129249555	129253555	+	NRF1
chr7	130416888	130420888	-	KLF14
chr7	144105320	144109320	-	NOBOX
chr7	150869832	150873832	-	GBX1
chr7	156801345	156805345	-	MNX1
chr8	10695357	10699357	-	SOX7
chr8	10695357	10699357	-	SOX7
chr8	11532468	11536468	+	GATA4
chr8	22548815	22552815	-	EGR3
chr8	42696468	42700468	-	THAP1
chr8	48649648	48653648	-	CEBPD
chr8	49832299	49836299	-	SNAI2
chr8	55368495	55372495	+	SOX17
chr8	57121883	57125883	-	PLAG1
chr8	76318149	76322149	+	HNF4G
chr8	80678098	80682098	-	HEY1
chr8	86087460	86091460	+	E2F5
chr8	128745680	128749680	+	MYC
chr8	144510576	144514576	-	MAFA
chr8	145513280	145517280	+	HSF1
chr8	145557943	145561943	-	SCRT1
chr8	145699718	145703718	-	FOXH1
chr9	3524004	3528004	-	RFX3
chr9	4346392	4350392	-	GLIS3
chr9	35730332	35734332	+	CREB3
chr9	37032103	37036103	-	PAX5
chr9	94184144	94188144	-	NFIL3
chr9	96715654	96719654	-	BARX1
chr9	102582137	102586137	+	NR4A3
chr9	110250763	110254763	-	KLF4
chr9	124989905	124993905	-	LHX6
chr9	125673609	125677609	-	ZBTB6
chr9	126761949	126765949	+	LHX2
chr9	127531589	127535589	-	NR6A1
chr9	128507624	128511624	+	PBX3
chr9	129374722	129378722	+	LMX1B
chr9	132425920	132429920	+	PRRX2
chr9	135818932	135822932	+	GFI1B
chr9	137206944	137210944	+	RXRA
chr9	139094955	139098955	-	LHX3
chrX	583079	587079	+	SHOX
chrX	2417008	2421008	-	ZBED1
chrX	24165290	24169290	+	ZFX
chrX	25032065	25036065	-	ARX
chrX	30325715	30329715	-	NR0B1
chrX	47508003	47512003	-	ELK1
chrX	48642962	48646962	+	GATA1
chrX	48899012	48903012	-	TFE3
chrX	49119288	49123288	-	FOXP3
chrX	56256854	56260854	+	KLF8
chrX	70314047	70318047	+	FOXO4
chrX	103497614	103501614	-	ESX1
chrX	136646301	136650301	+	ZIC3
chrX	139585225	139589225	-	SOX3
chrX	153361212	153365212	-	MECP2
chrY	533079	537079	+	SHOX
chrY	2367008	2371008	-	ZBED1
chrY	2653740	2657740	-	SRY
chrY	20706557	20710557	+	HSFY1
